last_name,__last_seen,third_name,updated_at,father_name,id,first_name,title,source,program,type,function,listed_at,name,url,gender,summary,second_name,__first_seen
,05:21.0,QADHAFI,9/26/14,,un-sc-sanctions.690773,MOHAMMED,,un-sc-sanctions,Libya (LYi.012),individual,,2/26/11,MOHAMMED MUAMMAR QADHAFI,,,"Listed pursuant to paragraphs 15 and 17 of resolution 1970 (Travel Ban,
            Asset Freeze). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5525875",MUAMMAR,33:19.9
,05:21.2,,12/17/14,,un-sc-sanctions.110409,HOSEIN,,un-sc-sanctions,Iran (IRi.038),individual,General,12/23/06,HOSEIN SALIMI,,,[Old Reference # I.37.D.1],SALIMI,33:49.1
,05:21.6,SANTOS,12/13/11,,un-sc-sanctions.2813148,HILARION,"""Amir""",un-sc-sanctions,Al-Qaida (QDi.244),individual,,6/4/08,HILARION DEL ROSARIO SANTOS,,,"Founder and leader of the Rajah Solaiman Movement (QDe.128) and linked to
            the Abu Sayyaf Group (QDe.001). In detention in the Philippines as of May 2011. Review
            pursuant to Security Council resolution 1822 (2008) was concluded on 13 May
            2010. Photos included in INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1523805",DEL ROSARIO,33:21.1
,05:22.2,,,,un-sc-sanctions.6908655,RI,,un-sc-sanctions,DPRK (KPi.077),individual,Ri Song Hyok is an overseas representative for Koryo Bank and Koryo Credit Development Bank,12/22/17,RI SONG HYOK,,,Ri Song Hyok has reportedly established front companies to procure items and conduct financial transactions on behalf of North Korea. Gender: male,SONG HYOK,33:21.8
,05:15.7,,,,un-sc-sanctions.6908514,RYU ,,un-sc-sanctions,DPRK (KPi.027),individual,KOMID Representative in Syria ,3/2/16,RYU JIN,,,,JIN ,33:14.2
,05:16.1,,9/3/03,,un-sc-sanctions.111304,RAHMATULLAH,Maulavi,un-sc-sanctions,Taliban (TAi.137),individual,"Consul General, Taliban Consulate General, Karachi, Pakistan",1/25/01,رحمت الله کاکا زاده,,,"Taliban member responsible for Ghazni Province, Afghanistan, as of May
            2007. Head of an intelligence network. Believed to be in Afghanistan/Pakistan border
            area. Belongs to Suleimankheil tribe. Review pursuant to Security Council resolution
            1822 (2008) was concluded on 21 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1446051",KAKAZADA,33:14.3
,05:16.5,,,,un-sc-sanctions.6908527,GULMUROD ,,un-sc-sanctions,Al-Qaida (QDi.372),individual,,2/29/16,GULMUROD KHALIMOV,,,"Syria-based military expert, member and recruiter of Islamic State in Iraq and the Levant, listed as Al-Qaida in Iraq (QDe.115). Wanted by the Government of Tajikistan. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5930721",KHALIMOV,33:14.4
,05:16.9,,,,un-sc-sanctions.6908550,SALIM ,,un-sc-sanctions,CAR (CFi.011),individual,"Deputy, Lord’s Resistance Army",8/23/16,SALIM KONY,,,"Salim Kony is a deputy in the Lord’s Resistance Army (LRA) (CFe.002), a designated entity and the son of LRA leader Joseph Kony (CFi.009), a designated individual. Salim was incorporated into the LRA’s leadership hierarchy in 2010.  He is part of a group of senior LRA officers who are based with Joseph Kony.   INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5971058",KONY,33:15.5
,05:18.0,,10/13/16,,un-sc-sanctions.6908000,KHAWA PANGA,,un-sc-sanctions,DRC (CDi.009),individual,,11/1/05,KHAWA PANGA MANDRO,,,"Placed in prison in Bunia in April 2005 for sabotage of the Ituri peace
            process. Arrested by Congolese authorities in October 2005, acquitted by the Court of
            Appeal in Kisangani, subsequently transferred to the judicial authorities in Kinshasa on
            new charges of crimes against humanity, war crimes, murder, aggravated assault and
            battery. In August 2014, a DRC military court in Kisangani convicted him of war crimes and crimes against humanity, sentenced him to nine years in prison, and ordered him to pay approximately $85,000 to his victims. He served his sentence and resides in Uganda as of May 2016. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5272933",MANDRO,33:17.8
,05:19.0,,9/3/03,,un-sc-sanctions.111236,NAJIBULLAH,Maulavi,un-sc-sanctions,Taliban (TAi.132),individual,"Consul General, Taliban Consulate General, Peshawar,
            Pakistan",1/25/01,نجيب الله محمد جمعه,,,"Member of Taliban Peshawar Military Council as at 2010. Believed to be in
            Afghanistan/Pakistan border area. Review pursuant to Security Council resolution 1822
            (2008) was concluded on 21 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427573",MUHAMMAD JUMA,33:17.8
,05:19.4,,10/13/16,,un-sc-sanctions.6908005,JAMIL,,un-sc-sanctions,DRC (CDi.015),individual,Head of the Allied Democratic Forces (ADF),10/12/11,JAMIL MUKULU,,,"Arrested in April 2015 in Tanzania and extradited to Uganda in July 2015. As of September 2016, Mukulu is reportedly being held in a police detention cell awaiting his trial for war crimes and grave breaches of the Geneva Convection under Ugandan Law.  INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5270670",MUKULU,33:18.2
,05:20.1,,,,un-sc-sanctions.6908620,KIM,,un-sc-sanctions,DPRK (KPi.061),individual,Representative for Ilsim International Bank,8/5/17,KIM NAM UNG,,,"Representative for Ilsim International Bank, which is affiliated with the DPRK military and has a close relationship with the Korea Kwangson Banking Corporation.  Ilsim International Bank has attempted to evade United Nations sanctions.",NAM UNG ,33:19.4
,05:20.3,,,,un-sc-sanctions.6908013,LAURENT,,un-sc-sanctions,DRC (CDi.022),individual,,11/1/05,LAURENT NKUNDA,,,"Former RCD-G General. Founder, National Congress for the People’s
            Defense, 2006; Senior Officer, Rally for Congolese Democracy-Goma (RCD-G), 1998-2006;
            Officer Rwandan Patriotic Front (RPF), 1992-1998. Laurent Nkunda was arrested by Rwandan
            authorities in Rwanda in January 2009 and replaced as the commander of the CNDP. Since
            then, he has been under house arrest in Kigali, Rwanda. DRC Government’s request to
            extradite Nkunda for crimes committed in eastern DRC has been refused by Rwanda. In
            2010, Nkunda’s appeal for illegal detention was rejected by Rwandan court in Gisenyi,
            ruling that the matter should be examined by a military court. Nkunda’s lawyers appealed
            with the Rwandan Military Court. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5270703",NKUNDA,33:18.9
,05:21.3,,9/3/03,,un-sc-sanctions.110948,NURULLAH,Maulavi,un-sc-sanctions,Taliban (TAi.089),individual, Governor of Balkh Province under the Taliban Regime,1/25/01,نور الله نوری,,,Belongs to Tokhi tribe. Review pursuant to Security Council resolution 1822 (2008) was concluded on 29 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427439,NURI,33:19.2
,05:21.6,QADHAFI,11/11/16,,un-sc-sanctions.690771,HANNIBAL,,un-sc-sanctions,Libya (LYi.010),individual,,2/26/11,HANNIBAL MUAMMAR QADHAFI,,,"Listed pursuant to paragraphs 15 and 17 of resolution 1970 (Travel Ban,
            Asset Freeze). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5525835",MUAMMAR,33:20.2
,05:21.8,ALI MARDAN,9/3/03,,un-sc-sanctions.111043,ABDUL SALAM,Mullah,un-sc-sanctions,Taliban (TAi.027),individual,Deputy Minister of Education under the Taliban regime,2/23/01,عبدالسلام حنفی علی مردان قل,,,"Taliban member responsible for Jawzjan Province in Northern Afghanistan
            until 2008. Involved in drug trafficking. Believed to be in Afghanistan/Pakistan border
            area. Review pursuant to Security Council resolution 1822 (2008) was concluded on 1 Jun.
            2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427380",HANAFI,33:21.2
,05:22.1,,,,un-sc-sanctions.6908588,PAEK ,,un-sc-sanctions,DPRK (KPi.048),individual,,6/2/17,PAEK SE BONG,,,"Paek Se Bong is a former Chairman of the Second Economic Committee, a former member of the National Defense Commission, and a former Vice Director of Munitions Industry Department (MID)",SE BONG ,33:20.9
,05:22.2,,3/14/18,,un-sc-sanctions.690787,ADAM,,un-sc-sanctions,Sudan (SDi.003),individual,Sudanese Liberation Army (SLA) Commander,4/25/06,ADAM SHAREIF,,,Reportedly deceased on 7 June 2012. Photo available for inclusion in the INTERPOL-UN Security Council Special Notice.  INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5283783,SHAREIF,33:21.9
,05:15.9,,,,un-sc-sanctions.6908544,HUSAYN,,un-sc-sanctions,Al-Qaida (QDi.394),individual,,4/20/16,HUSAYN JUAYTHINI,,,"Link between Islamic State in Iraq and the Levant (ISIL), listed as Al-Qaida in Iraq (QDe.115), leader Abu Bakr al-Baghdadi, listed as Ibrahim Awwad Ibrahim Ali al-Badri al-Samarrai (QDi.299), and armed groups in Gaza. Was using money to build an ISIL presence in Gaza. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5943053",JUAYTHINI,33:13.6
,05:16.7,MUHAMMAD,,,un-sc-sanctions.2983746,MUSTAFA,,un-sc-sanctions,Al-Qaida (QDi.306),individual,,3/14/12,مصطفى حجي محمد خان,,,"Al-Qaida (QDe.004) facilitator, courier and operative. As of 2010,
            facilitated activities for senior Pakistan-based Al-Qaida operatives. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5040725",HAJJI,33:14.7
,05:17.9,,4/7/08,,un-sc-sanctions.112494,DJAMEL,,un-sc-sanctions,Al-Qaida (QDi.155),individual,,1/16/04,جمال لونيسي,,,"Father's name is Abdelkader. Mother's name is Johra Birouh. Returned from
            France to Algeria where he resides since Sep. 2008. Review pursuant to Security Council resolution 1822 (2008) was concluded on
            27 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4525545",LOUNICI,33:16.2
,05:18.1,IBRAHIM,3/14/18,,un-sc-sanctions.690788,JIBRIL,,un-sc-sanctions,Sudan (SDi.004),individual,"National Movement for Reform and Development (NMRD) Field
            Commander",4/25/06,JIBRIL ABDULKARIM IBRAHIM,,,Photo available for inclusion in the INTERPOL-UN Security Council Special Notice.  INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5795071,ABDULKARIM,33:18.3
,05:18.4,,9/3/03,,un-sc-sanctions.111179,ABDUL QUDDUS,Maulavi,un-sc-sanctions,Taliban (TAi.135),individual,"Education Attache, Taliban Consulate General, Peshawar,
            Pakistan",1/25/01,عبد القدوس مظهری,,,"Belongs to Popalzai tribe. Review pursuant to Security Council resolution
            1822 (2008) was concluded on 27 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1446044",MAZHARI,33:16.4
,05:18.7,,9/7/07,,un-sc-sanctions.112379,DJAMEL,,un-sc-sanctions,Al-Qaida (QDi.129),individual,,9/23/03,جمال مصطفى,,,"Father's name is Djelalli Moustfa. Mother's name is Kadeja Mansore.
            Deported from Germany to Algeria in Sep. 2007.
            Review pursuant to Security Council resolution 1822 (2008) was concluded on 19 Oct.
            2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1424350",MOUSTFA,33:19.1
,05:21.5,BEN FALEH,9/14/16,,un-sc-sanctions.6908453,ALI,,un-sc-sanctions,Al-Qaida (QDi.353),individual,,4/10/15,علي بن الطاھر بن الفالح العوني الحرزي,,,"Physical description: eye colour: brown; height: 171cm. Photo available for inclusion in the INTERPOL-UN Security Council Special Notice. Previous occupation:  trading agent. A member of Ansar al-Shari’a in Tunisia (QDe.143), active in recruitment of foreign terrorist fighters and arms smuggling. Detained and sentenced to 30 months imprisonment for planning terrorist acts in 2005 in Tunisia. Planned and perpetrated the attack against the Consulate of the United States in Benghazi, Libya on 11 Sep. 2012. Arrest warrant issued by the Tunisian National Guard (as at Mar. 2015). Father’s name is  Taher Ouni Harzi, mother’s name is Borkana Bedairia. Reportedly killed in an airstrike in Mosul, Iraq, in Jun. 2015.  INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5860630",BEN TAHER,33:20.4
,05:21.9,,5/31/13,,un-sc-sanctions.2981583,FAZL,,un-sc-sanctions,Taliban (TAi.157),individual,Senior official in Konar Province during the Taliban regime,1/6/12,فضل ربيع,,,"Represents and provides financial and logistical support to the Haqqani
            Network (TAe.012), which is based in Afghanistan/Pakistan border area. Member of the
            Taliban Financial Council. Has travelled abroad to raise funds on behalf of Sirajuddin
            Jallaloudine Haqqani (TAi.144), Jalaluddin Haqqani (TAi.040), the Haqqani network and
            the Taliban. Believed to be in Afghanistan/Pakistan border area. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4678547",RABI,33:20.5
,05:22.9,,,,un-sc-sanctions.6907984,MAMADU,,un-sc-sanctions,GB (GBi.011),individual,Major General,5/18/12,MAMADU TURE,,,"Ture was listed on 18 May 2012 pursuant to paragraph 4 of resolution 2048
            (2012) as “Member of the “Military Command” which has assumed responsibility for the
            coup d’état of 12 April 2012.” INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5782456",TURE,33:26.3
,05:23.0,,9/3/03,,un-sc-sanctions.111066,MOHAMMAD JAWAD,,un-sc-sanctions,Taliban (TAi.039),individual,"UN Department, Ministry of Foreign Affairs under the Taliban
            regime",2/23/01,محمد جواد وزیری,,,"Believed to be in Afghanistan/Pakistan border area. Belongs to Wazir
            tribe. Review pursuant to Security Council resolution 1822 (2008) was concluded on 23
            Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4678350",WAZIRI,33:52.2
,05:23.2,,,,un-sc-sanctions.6908626,PAK,,un-sc-sanctions,DPRK (KPi.063),individual,"Member of the Workers’ Party of Korea Central Military
                Commission",9/11/17,PAK YONG SIK,,,"Pak Yong Sik is a member of the Workers’ Party of Korea Central Military Commission, which is responsible for the development and implementation of the Workers’ Party of Korea military policies, commands and controls the DPRK’s military, and helps direct the country’s military defense industries. ",YONG SIK,33:52.5
,05:23.8,,,,un-sc-sanctions.6908033,AL-SHABAAB,,un-sc-sanctions,Somalia (SOe.001),entity,,4/12/10,AL-SHABAAB,,, INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5775567,,34:04.7
,05:24.5,,,,un-sc-sanctions.6908430,ANSARUL MUSLIMINA FI BILADIS SUDAN,,un-sc-sanctions,Al-Qaida (QDe.142),entity,,6/26/14,أنصار المسلمین في بلاد السودان,,,"Terrorist and paramilitary group established in 2012 and operating in
            Nigeria. Associated with the Organization of Al-Qaida in the Islamic Maghreb (AQIM)
            (QDe.014), Jama'atu Ahlis Sunna Lidda'Awati Wal-Jihad (Boko Haram) (QDe.138) and
            Abubakar Mohammed Shekau (QDi322). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5800046",,34:14.6
,05:24.8,,,,un-sc-sanctions.6908133,CENTRAL BANK OF Iraq,,un-sc-sanctions,Iraq (IQe.001),entity,,11/21/03,CENTRAL BANK OF Iraq,,,"Activity: Central Bank (bank of issue and controller of the banking
            system)",,34:14.7
,05:17.2,,,,un-sc-sanctions.3026710,MOHAMED,,un-sc-sanctions,Al-Qaida (QDi.319),individual,,10/24/13,محمد لحبوس,,,"Member of the Mouvement pour l’Unification et le Jihad en Afrique de
            l’Ouest (MUJAO) (QDe.134). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5720103",LAHBOUS,33:15.6
,05:18.5,,9/3/03,,un-sc-sanctions.111231,ABDUL MANAN,Maulavi,un-sc-sanctions,Taliban (TAi.122),individual,"First Secretary, Taliban Embassy, Riyadh, Saudi Arabia",1/25/01,عبدالمنان محمد اسحاق,,,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 27 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4652765",MOHAMMAD ISHAK,33:17.4
,05:19.5,,8/5/17,,un-sc-sanctions.6908506,JON ,,un-sc-sanctions,DPRK (KPi.018),individual,Tanchon Commercial Bank Representative in Syria ,3/2/16,JON MYONG GUK,,,"Pursuant to Resolution 2371(2017) the Security Council added the following information: New AKA: Jon Yong Sang with date of birth 25 August 1976 and diplomatic passport number 836110035, which expires on 1 January 2020.",MYONG GUK ,33:18.9
,05:19.7,,,,un-sc-sanctions.690797,DABA,,un-sc-sanctions,GB (GBi.009),individual,Lieutenant-colonel,5/18/12,DABA NAUALNA,,,"Naualna was listed on 18 May 2012 pursuant to paragraph 4 of resolution
            2048 (2012) as “Spokesperson of the “Military Command” which has assumed responsibility
            for the coup d’état of 12 April 2012.” Father’s name is Samba Naualna; Mother’s name is
            In-Uasne Nanfafe. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5782452",NAUALNA,33:18.9
,05:19.9,,11/29/11,,un-sc-sanctions.2975590,MALIK,Haji,un-sc-sanctions,Taliban (TAi.154),individual,,10/4/11,مالک نورزى,,,"Taliban financier. Owns businesses in Japan and frequently travels to
            Dubai, United Arab Emirates, and Japan. As of 2009, facilitated Taliban activities,
            including through recruitment and the provision of logistical support. Believed to be in
            the Afghanistan/Pakistan border area. Belongs to Noorzai tribe. Brother of Faizullah
            Khan Noorzai (TAi.153). Father’s name is Haji Akhtar Muhammad. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4670985",NOORZAI,33:19.6
,05:21.0,,2/23/12,,un-sc-sanctions.2971762,UMAR,,un-sc-sanctions,Al-Qaida (QDi.294),individual,,7/19/11,UMAR PATEK,,,Senior member of Jemaah Islamiyah (QDe.092) involved in planning and funding multiple terrorist attacks in the Philippines and Indonesia. Provided training to Abu Sayyaf Group (QDe.001). Convicted for his role in the 2002 Bali bombings and sentenced to 20 years in prison in Jun. 2012.  Remains in custody in Indonesia as at May 2015 Photos included in INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4173385,PATEK,33:20.1
,05:21.5,,3/26/15,,un-sc-sanctions.690776,SAADI,,un-sc-sanctions,Libya (LYi.015),individual,Commander Special Forces,2/26/11,SAADI QADHAFI,,,"Listed pursuant to paragraph 15 of resolution 1970 (Travel Ban). Listed
            on 17 March 2011 pursuant to paragraph 17 of resolution 1970 (Asset Freeze). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5525935",QADHAFI,33:20.2
,05:21.8,,12/13/11,,un-sc-sanctions.113435,TAUFIK,,un-sc-sanctions,Al-Qaida (QDi.219),individual,,4/21/06,TAUFIK RIFKI,,,"In detention in the Philippines as at May 2011. Review pursuant to
            Security Council resolution 1822 (2008) was concluded on 8 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1429171",RIFKI,33:20.4
,05:22.9,,,,un-sc-sanctions.113220,PARLINDUNGAN,,un-sc-sanctions,Al-Qaida (QDi.122),individual,,9/9/03,PARLINDUNGAN SIREGAR,,,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 25 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4493407",SIREGAR,33:21.6
,05:23.1,,,,un-sc-sanctions.6908615,JANG,,un-sc-sanctions,DPRK (KPi.056),individual,Jang Song Chol is a Korea Mining Development Corporation (KOMID) representative overseas,8/5/17,JANG SONG CHOL,,,,SONG CHOL,33:21.3
,05:23.2,,,,un-sc-sanctions.6908640,CH'OE,,un-sc-sanctions,DPRK (KPi.064),individual,Ch’oe So’k-min is an overseas Foreign Trade Bank representative,12/22/17,CH'OE SO’K MIN,,,"In 2016, Ch’oe So’k-min was the deputy representative at the Foreign Trade Bank branch office in that overseas location.  He has been associated with cash transfers from that overseas Foreign Trade Bank office to banks affiliated with North Korean special organizations and Reconnaissance General Bureau operatives located overseas in an effort to evade sanctions. Gender: male.in response to the DPRK test of an ICBM on 28 November 2017",SO’K MIN,33:21.4
,05:23.3,,,,un-sc-sanctions.6908590,PAK ,,un-sc-sanctions,DPRK (KPi.050),individual,,6/2/17,PAK TO CHUN,,,Pak To Chun is a former Secretary of Munitions Industry Department (MID) and currently advises on affairs relating to nuclear and missile programmes. He is a former State Affairs Commission member and is a member Workers’ Party of Korea Political Bureau.,TO CHUN ,33:25.1
,05:23.5,VAKHITOV ,,,un-sc-sanctions.6908548,AYRAT,,un-sc-sanctions,Al-Qaida (QDi.397),individual,,8/3/16,Айрат Насимович Вахитов,,,"May use a fake passport of a Syrian or Iraqi citizen. Member of the Al-Nusrah Front for the People of the Levant (ANF) (QDe.137), “Bulgar Group”, leads a group of 100 fighters. Photo available for inclusion in the INTERPOL-UN Security Council Special Notice. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5966088",NASIMOVICH ,33:42.9
,05:23.7,,,,un-sc-sanctions.6908022,INNOCENT,,un-sc-sanctions,DRC (CDi.031),individual,"M23, Bde Comd, Rank: Colonel",12/1/10,INNOCENT ZIMURINDA,,,"Integrated in the FARDC in 2009 as a Lieutenant Colonel, brigade
            commander in FARDC Kimia II Ops, based in Ngungu area. In July 2009, Zimurinda was
            promoted to full Colonel and became FARDC Sector commander in Ngungu and subsequently in
            Kitchanga in FARDC Kimia II and Amani Leo Operations. Whereas Zimurinda did not appear
            in the 31 December 2010 DRC Presidential ordinance nominating high FARDC officers,
            Zimurinda de facto maintained his command position of FARDC 22nd sector in Kitchanga and
            wears the newly issued FARDC rank and uniform. In December 2010, recruitment activities
            carried out by elements under the command of Zimurinda were denounced in open source
            reports. Entered the Republic of Rwanda on 16 March 2013. As of late 2014, residing in
            Ngoma camp, Rwanda. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5275315",ZIMURINDA,33:53.8
,05:19.0,,9/3/03,,un-sc-sanctions.111076,MOHAMMADULLAH,Maulavi,un-sc-sanctions,Taliban (TAi.068),individual,Minister of Public Works under the Taliban regime,1/25/01,محمد الله مطيع,,,"Lost one leg in 1980s. Interim leader of Taliban Supreme Council from
            February to April 2010. In charge of recruitment activities as of mid-2013. Believed to
            be in Afghanistan/Pakistan border area. Belongs to Isakzai tribe. Review pursuant to
            Security Council resolution 1822 (2008) was concluded on 29 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4665126",MATI,33:17.7
,05:19.2,,1/25/10,,un-sc-sanctions.112364,IBRAHIM,,un-sc-sanctions,Al-Qaida (QDi.206),individual,,12/6/05,ابراهيم محمد خليل,,,Sentenced to 7 years of imprisonment in Germany on 6 Dec. 2007. Released on 30 December 2012. Photo and fingerprints available for inclusion in the INTERPOL-UN Security Council Special Notice. Review pursuant to Security Council resolution 1822 (2008) was concluded on 5 Oct. 2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1424324,MOHAMED KHALIL,33:18.0
,05:20.6,PERSHADA,,,un-sc-sanctions.6908445,ANGGA,Secretary General (as at mid-2014),un-sc-sanctions,Al-Qaida (QDi.348),individual,,3/13/15,ANGGA DIMAS PERSHADA,,,"Member of Jemaah Islamiyah (QDe.092) and leader of Hilal Ahmar Society
            Indonesia (HASI) (QDe.147). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5854965",DIMAS,33:20.4
,05:20.9,,11/11/16,,un-sc-sanctions.690778,SAIF AL-ISLAM,,un-sc-sanctions,Libya (LYi.017),individual,"Director, Qadhafi Foundation",2/26/11,SAIF AL-ISLAM QADHAFI,,,"Listed pursuant to paragraphs 15 and 17 of resolution 1970 (Travel Ban,
            Asset Freeze). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5525975",QADHAFI,33:20.2
,05:21.0,,,,un-sc-sanctions.2863362,ARIF,,un-sc-sanctions,Al-Qaida (QDi.271),individual,,6/29/09,ARIF QASMANI,,,"Associated with Lashkar-e-Tayyiba (QDe.118) and Al-Qaida (QDe.004). In
            detention as at June 2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1578017",QASMANI,33:20.8
,05:21.5,SAEED,7/17/09,,un-sc-sanctions.2833107,HAFIZ,,un-sc-sanctions,Al-Qaida (QDi.263),individual,,12/10/08,HAFIZ MUHAMMAD SAEED,,,Muhammad Saeed is the leader of Lashkar-e-Tayyiba (QDe.118). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1543488,MUHAMMAD,33:20.6
,05:22.1,,,,un-sc-sanctions.6908126,ROODI,,un-sc-sanctions,Iraq (IQi.079),individual,,6/2/04,رودي سليــوة,,,,SLEWA,33:21.6
,05:22.4,,,,un-sc-sanctions.6908497,KIM,,un-sc-sanctions,DPRK (KPi.023),individual,President of Tanchon Commercial Bank ,3/2/16,KIM TONG MY’ONG,,,Kim Tong My’ong is the President of Tanchon Commercial Bank and has held various positions within Tanchon Commercial bank since at least 2002. He has also played a role in managing Amroggang’s affairs.,TONG MY’ONG ,33:25.7
,05:22.7,,9/3/03,,un-sc-sanctions.111077,ATIQULLAH,Haji,un-sc-sanctions,Taliban (TAi.070),individual,"Director of Foreign Relations, Kandahar Province under the Taliban
            regime",1/31/01,عتیق الله ولی محمد,,,"Originally from Uruzgan, settled and lived later in Kandahar. Was a
            member of Taliban Supreme Council Political Commission in 2010. No specific role in the
            Taliban movement, active as a businessman in his personal capacity as of mid-2013.
            Believed to be in Afghanistan/Pakistan border area. Belongs to Alizai tribe. Brother of
            Abdul Jalil Haqqani Wali Mohammad (TAi.034). Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 27 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5240911",WALI MOHAMMAD,33:49.4
,05:22.9,WOL,,,un-sc-sanctions.6908459,SANTINO,Major General,un-sc-sanctions,SouthSudan (SSi.004),individual,Commander of the SPLA’s Third Division,2015-07-01-04:00,SANTINO DENG WOL,,,"Has led and directed military actions against opposition forces and
            conducted confrontational troop movements in violation of the CoHA. During May 2015,
            forces under his command killed children, women and old men, burned property, and stole
            livestock as they advanced through Unity State towards Thorjath oil field. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5879071",DENG,33:51.3
,05:23.5,KHALIL,6/3/09,,un-sc-sanctions.2758288,MERAI,,un-sc-sanctions,Al-Qaida (QDi.223),individual,,8/2/06,مرعي عبدفتاح خليل زغبي,,,Considered a fugitive from justice by the Italian authorities and sentenced in absentia to 6 years imprisonment on 20 Nov. 2008. Member of Libyan Islamic Fighting Group (QDe.011). Son of Wanisa Abdessalam. Review pursuant to Security Council resolution 1822 (2008) was concluded on 20 Jul. 2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1440426,ABDEFATTAH,33:52.4
,05:24.4,,12/2/04,,un-sc-sanctions.113966,AL-QAIDA IN IRAQ,,un-sc-sanctions,Al-Qaida (QDe.115),entity,,10/18/04,القاعده في العراق,,,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 25 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5278296",,33:57.8
,05:24.8,,,,un-sc-sanctions.6908154,DIRECTORATE GENERAL OF BAGHDAD ELECTRICITY DISTRIBUTION,,un-sc-sanctions,Iraq (IQe.021),entity,,4/26/04,DIRECTORATE GENERAL OF BAGHDAD ELECTRICITY DISTRIBUTION,,,,,34:15.7
,05:24.9,,,,un-sc-sanctions.6908162,DIRECTORATE OF TRANSFORMERS PROJECT,,un-sc-sanctions,Iraq (IQe.029),entity,,4/26/04,DIRECTORATE OF TRANSFORMERS PROJECT,,,,,34:15.7
